narrative_id,narrative_hash,char_count,word_count,tokens_o200k,tokens_cl100k,in_acm_baseline,acm_repetitions,has_human_assessment,assessment_evaluators,has_human_questionnaire,questionnaire_evaluators,has_any_human_validation,hash_total_rows,hash_in_acm,hash_has_assessment,hash_has_questionnaire,hash_has_any_human,hash_human_comparable
180,b793b5db580ebe833e6660a44a0bd320268f3a5f1dae41c5e3db42195a03d3f4,2372,459,697,798,True,3,False,0,False,0,False,1,True,False,False,False,False
181,ade0db71959a11d991e732121235564162bf00fe161b96e082064f3d20127a5b,1878,390,533,613,True,3,False,0,False,0,False,1,True,False,False,False,False
182,5d210db456e4c5675f9e3665823feb0baa20fc464a7693b21fdbe63dab283948,1760,411,496,566,True,3,False,0,False,0,False,3,True,True,False,True,True
183,c3f64487fa8be03c30b48efbfe180445754281bf8bce4572a17cb36ef948588e,1013,212,300,358,True,3,False,0,False,0,False,2,True,True,True,True,True
184,ab4f91f6f80a6b0a116bac80d08bc32798887baeeeb577a0a17f60ce4d111f4b,326,68,92,105,True,3,False,0,False,0,False,2,True,True,True,True,True
185,e7d58d29e951ef40b8666f758c28898a48f24881d7edeb8eaa987ffc6c2ff2f2,909,170,230,280,True,3,False,0,False,0,False,4,True,True,True,True,True
186,12338b85be6e5fb17b857412b986635624479c90764450f760be93323e53e240,631,125,180,212,True,3,False,0,False,0,False,2,True,True,True,True,True
187,091d991e36f0e73c18f921da5571f2f48cbe5ce4ef104fdde8962d30007bb742,265,59,84,92,True,3,False,0,False,0,False,2,True,True,True,True,True
188,0b74b4bb257001056e2e1268d147a3470b309da0d93c36b70d04fb0c980fb348,1063,218,296,341,True,3,False,0,False,0,False,3,True,True,True,True,True
189,c26336e3d6b7577abdedccc875a442c457750111d973304bb760b780351db3ef,3129,609,879,1004,True,3,False,0,False,0,False,1,True,False,False,False,False
190,426ef2b7ba17db1ae740f5815304675263d67156d22ebbe7c541b1024131c069,240,52,72,78,True,3,False,0,False,0,False,2,True,True,False,True,True
191,e647ee13c81b3e92371edf81997128cceee544ddda5f159703d38c41382e3b51,2194,481,662,761,True,3,False,0,False,0,False,1,True,False,False,False,False
192,ec018ee3b61de9617330b8ff0b81c8b94a0cc0a4c65bf19f3208aaa50c6a5fe7,1139,246,314,361,True,3,False,0,False,0,False,1,True,False,False,False,False
193,e59de124290610e0eb26aeb221715e97853e773165b20b6a0a8be2831a129e4a,3117,678,853,999,True,3,False,0,False,0,False,2,True,True,True,True,True
194,347c0ecf7407c78677e686a261bde20f9ee2b21b04c71e677c034fa24b33ca90,263,56,71,78,True,3,False,0,False,0,False,3,True,True,True,True,True
195,8992a50e589218b184052198320f43710710d9fdb94be64ce62f1c1a292eb237,933,203,274,316,True,3,False,0,False,0,False,4,True,True,True,True,True
196,1bc7b22f3bb715f041f9a633678c8caf41e62a0392a2655684b7624587ee1649,112,26,33,35,True,3,False,0,False,0,False,3,True,False,False,False,False
197,1a40ef21df8c23e3f9e6e9ad298c8c331bba14e13bdeceb53922402e929da0ea,3998,906,1084,1254,True,3,False,0,False,0,False,2,True,True,True,True,True
198,e90778e37fbbcaf6832c382d0c7cef8bc7749b331b2f1e3efbd6205c3863f3d6,447,90,113,135,True,3,False,0,False,0,False,1,True,False,False,False,False
199,525659f601ce54f3dfc4f125ad0b0a45a171a072ea0536d0101c7dbcee2c8cd6,916,183,270,309,True,3,False,0,False,0,False,3,True,True,True,True,True
200,0af56dc2d83d0a7f06fa123e7318ded9488bd95778cef8f83a75a867403f7b84,2699,518,713,853,True,3,False,0,False,0,False,1,True,False,False,False,False
201,146e57eee630c6f33606058994e43b2e9e07972ada97bb05289ec7d623534707,3869,829,1096,1274,True,3,False,0,False,0,False,2,True,True,True,True,True
202,32c455edb89cd6941eedabb72048e4a1f3fd07984a2e3a0e30f71771cd5d58f4,1705,361,520,593,True,3,False,0,False,0,False,1,True,False,False,False,False
203,478de6acdfbbf0fd9e31adfd32138882f5bb7b08cf0fc790cf910d4d511d15f0,7599,1509,2161,2564,True,3,False,0,False,0,False,2,True,True,True,True,True
204,4ac33b50b125e77b265fd52a41cb4917f47e2383e2b8a58fd9cd2060d5372888,2525,531,686,796,True,3,False,0,False,0,False,3,True,False,False,False,False
205,964837b131f0a92bc12108664cd403773b153679a850909be9da8bab008dfe86,359,82,154,162,True,3,False,0,False,0,False,2,True,True,True,True,True
206,765df969ad10afa6a81761765b2c5311bb7b063c578d0626372a6a4c4f089612,5797,1311,1751,1972,True,3,False,0,False,0,False,2,True,True,True,True,True
207,2d52a506de012c843d2fc9d29acf30f877341d07aa192b6263a272caa4d62fe2,72,15,19,24,True,3,False,0,False,0,False,1,True,False,False,False,False
208,0529c918dbc1c3d8bb577e6e1ff0542c65741418009e80a2dc888f0bbd26bf45,3222,675,919,1069,True,3,False,0,False,0,False,4,True,True,True,True,True
209,ceb7be2e08bbacface03c247942ba8420ece4d3f949f148ceaa769d0e147f527,2322,472,629,722,True,3,False,0,False,0,False,1,True,False,False,False,False
210,dc35efba5a4907818e8ef9e7bf088dc4dc5a0db0c437cdc224b0c8f930ef2a2c,2084,421,537,621,True,3,False,0,False,0,False,1,True,False,False,False,False
211,f3e1c220b2c8e4967687cf3380017102bbcae1869b7afc4015f37bbc848360d7,3711,796,1128,1297,True,3,False,0,False,0,False,1,True,False,False,False,False
212,aea351f78c3a6e63d2a92c12b343a2ffbdc3129e2af70235f1801bce57df8578,1634,317,448,532,True,3,False,0,False,0,False,1,True,False,False,False,False
213,01b7c9dbe563acced6e02a8b4430861c96b0e6dfc5c8f07d9c5f4c5c90cc360c,3148,658,849,982,True,3,False,0,False,0,False,1,True,False,False,False,False
214,0be1574eb7a86e9cbd43cf4990f132508fbe10026c2b76c90f82b91fa0bbcc9c,328,54,99,114,True,3,False,0,False,0,False,3,True,True,True,True,True
215,4a6e8335d5b9c9af8a75bba725cb32199c783037a3402190413c92638fe6b41c,2522,497,643,755,True,3,False,0,False,0,False,1,True,False,False,False,False
216,7b893ae61e9e03a3b7f99ce8ea9e42962e9d3ae1e9ad9b56af3a5a6fd1636479,36,8,12,14,True,3,False,0,False,0,False,1,True,False,False,False,False
217,7ead8896431f39c9790cedfec030d14fe4b672045e336ebc816ab4756bc7202e,791,146,224,258,True,3,False,0,False,0,False,1,True,False,False,False,False
218,ad21a7ca51960afe083a31e1133777563087ee782829be8219097b16f2ea8728,3579,734,997,1155,True,3,False,0,False,0,False,1,True,False,False,False,False
219,c03db4dd06c64c6044db39205fd1aff88981c2faeeb3416fadeadc3f35853042,1875,394,505,591,True,3,False,0,False,0,False,1,True,False,False,False,False
220,f20672be87485c65d68793ec4267eb6154fddbeab693b2613eff5aec2d3ffc50,2375,477,596,722,True,3,False,0,False,0,False,1,True,False,False,False,False
221,dd983389b8218ded6d8f8fabfde928f0ced607c0240c7e8474ede5f8a50ecca4,521,108,150,173,True,3,False,0,False,0,False,1,True,False,False,False,False
222,2a10e497f5b96ae6338fe9d16e2a10d0aa6ad316510b128119c85307601d3e33,5483,1219,1588,1816,True,3,False,0,False,0,False,1,True,False,False,False,False
223,81f3024fd900a2e6278387f92601fc771e3779b931cedbb4b35cb8bab031d553,2069,473,569,667,True,3,False,0,False,0,False,1,True,False,False,False,False
224,acfaaf5bf09e7ff9b225e528797812710e202efbe2e1bdfc85875a5014fcfffe,3952,843,1089,1249,True,3,False,0,False,0,False,1,True,False,False,False,False
225,31531aab2458ab341dbeb6ffb163f382a918771b80d9dd9f5f55c8414a749304,7374,1617,2096,2413,True,3,False,0,False,0,False,1,True,False,False,False,False
226,077d0ff7b9201a64c54475707398d8e90b247f142ef183e1ccfb6e13fedb25c6,5623,1230,1666,1883,True,3,False,0,False,0,False,1,True,False,False,False,False
227,43e5261d78441ed26d04139cf9e95a7054dae94766f2f039ff053cc921d82e57,707,137,191,222,True,3,False,0,False,0,False,1,True,False,False,False,False
228,0bc47d902d56cb3f3debbc5e954bb39e6ae27b3764bfccca6d3db4c4fd3414b8,741,147,200,249,True,3,False,0,False,0,False,1,True,False,False,False,False
229,c021439967dc9e3a93923122aca6221e8cef9fd80a527fb1e13d18d94b814deb,864,159,216,265,False,0,False,0,False,0,False,2,True,False,False,False,False
230,1ba76a911e1e803edaaa05ede51e86f14dc19e8fdfea0a8e6124443ac308f5d8,1753,341,469,546,True,3,False,0,False,0,False,1,True,False,False,False,False
231,37aa2c16a17cacdded83fc375aabf3e1e92713d323061de147e955e9c29ef0d7,860,189,239,277,True,3,False,0,False,0,False,1,True,False,False,False,False
232,0c3dc91447501629b7f76bd6d596fb7a42e0108e4751b13a9df34d6c6a3ee59e,2325,511,728,815,True,3,False,0,False,0,False,1,True,False,False,False,False
233,d6383e400ff7924d35379cf46dc420484e12d579912d0ec1a1933b5cd9d39ff7,312,69,101,115,True,3,False,0,False,0,False,1,True,False,False,False,False
234,2a057c3705a84598e83fc2a1fee5f23cde03ec13c75d34666045bf568fa2fd50,1219,281,358,414,True,3,False,0,False,0,False,1,True,False,False,False,False
235,6663f46deeba07510d616b2ff68b93c3590cfd96a5c85396268b646cedfcdb8c,1628,357,476,564,True,3,False,0,False,0,False,1,True,False,False,False,False
236,1da500e68499e183ad195efe9c95e59327082abbeb5f3b6e09646d125611c2ca,2328,536,727,830,True,3,False,0,False,0,False,1,True,False,False,False,False
237,41cd5ef872ee33f8dc70fdd755b183c9fd0179f646c48ceb67bec829ebd90441,913,191,250,281,True,3,False,0,False,0,False,1,True,False,False,False,False
238,c1c3cd193b7971c7f7166b141ed8ef8a752520de3981eab7be20964cb36baff9,2837,562,753,876,True,3,False,0,False,0,False,1,True,False,False,False,False
239,d9d51e84de68bbe7807db9759a07ca2d87dfd4e367fa9521c354ab61c99af0e1,2887,707,874,990,True,3,False,0,False,0,False,1,True,False,False,False,False
240,400ac620d4ec3106f878a288f60d1b8ffef1384203f9ad20925b459b597420f8,2295,510,687,790,True,3,False,0,False,0,False,1,True,False,False,False,False
241,c9f5cf49550345056a8cfc2e997c60218d472eb2eb241ef03db82d94edbf8dea,742,167,214,243,True,3,False,0,False,0,False,1,True,False,False,False,False
242,04e9b80b5d502fbba0d009ccaeda3034d71aff71cb12a8c1bb002ec79e410755,273,40,66,84,True,3,False,0,False,0,False,1,True,False,False,False,False
243,3f7b0f943cb7bef7df5f98414013162f16af980e2cdb2b968e7c72ec07d4efc6,3508,739,1010,1157,True,3,False,0,False,0,False,1,True,False,False,False,False
244,b17321b46fe9822d14e87477c2123e6975ab3b1f0fd4abdb1ffa722868b36abe,1179,263,332,386,True,3,False,0,False,0,False,1,True,False,False,False,False
245,282aa9503c7b07e2e032b550dfad4fc1ab673ab59690db28f5bdea1ea8e26598,1827,384,533,626,True,3,False,0,False,0,False,1,True,False,False,False,False
246,ccb2171ed27c8afd40a47adaf45195ed2214e78dfb7590281c806e4a17e28067,14,2,4,5,True,3,False,0,False,0,False,1,True,False,False,False,False
247,0f2d513717de5ddc190e74a34b831df7e85db82188c9b438187e9d46412172da,58,11,15,20,True,3,False,0,False,0,False,1,True,False,False,False,False
248,cddb6a0458836aba031d780673f2ed925bf9c12b284a6ed2bc0770d1693892d2,1031,236,300,343,True,3,False,0,False,0,False,1,True,False,False,False,False
249,8051b7121b63fded8ac6d7c5f2a523e35445c146689d17d6ac7b9d095cdae330,2948,613,829,970,True,3,False,0,False,0,False,1,True,False,False,False,False
250,95e00507e8d95f5cbc0bba740351253591308460511e510bb710cd12e696b2b2,2657,633,774,909,True,3,False,0,False,0,False,1,True,False,False,False,False
251,30edfae53a77c97a4101835df9d246f845f8a5adbeecdc49d8262c036977de42,165,34,52,59,True,3,False,0,False,0,False,1,True,False,False,False,False
252,91ea8e9088e7328fdb50838f8cb8ea7b273a3353a13bb25f34ab03514a06a810,258,56,76,85,True,3,False,0,False,0,False,1,True,False,False,False,False
253,3fa14d75041689784c5b58ab42b3eb572d06b1eea3dfb762e6928f23a8f4078e,2319,504,654,757,True,3,False,0,False,0,False,1,True,False,False,False,False
254,5f316bb8d6bf586b46ccbdaedc8d6700b216cdfa1e7f3437c5a91b4cca246b55,241,60,74,83,True,3,False,0,False,0,False,1,True,False,False,False,False
255,fa8b15f1b446754bf5fc4723a543afd40530ebf1e08a6da6de2aca128c46bb64,115,25,33,36,True,3,False,0,False,0,False,1,True,False,False,False,False
256,794098cfdabec87ac071dcd1471c24f62726a6902c7053961ab21c91c62bf466,1671,384,504,570,True,3,False,0,False,0,False,1,True,False,False,False,False
257,451dbe6479e05448daaea867ce6fe8000fab6b622a3b68d9523e6279d39331e3,3312,731,940,1057,True,3,False,0,False,0,False,1,True,False,False,False,False
258,5586c5e498404807b3a3dcac2efab770d59ed2e9cc99e292dd31304ac7a47a59,205,46,62,69,True,3,False,0,False,0,False,1,True,False,False,False,False
259,62359497f48ec8dd5347738047578831d119115e917bf522fc30c8be697ee777,185,46,54,61,True,3,False,0,False,0,False,1,True,False,False,False,False
260,65a9b4467f71107ffcac54532d5865165e45e46a340056fb537df7adaa2dce1a,2507,524,727,866,True,3,False,0,False,0,False,1,True,False,False,False,False
261,fa719044d86dac0023a18b323beff34ee8ca286d6530a913954871f969667fc5,4372,967,1252,1468,True,3,False,0,False,0,False,1,True,False,False,False,False
262,5579c86acc001720b78755702d704d66420b676a983ce07dc49f8937beda716c,1961,448,568,663,True,3,False,0,False,0,False,1,True,False,False,False,False
263,c53a59df27190ba60f53af90c36d891548d3ec890c44c2e735847abadacaede3,1424,321,432,503,True,3,False,0,False,0,False,1,True,False,False,False,False
264,7925e99c465532ef60d14d0394097ad52d095454abb56e4bb3bf2de591654157,1375,258,454,509,True,3,False,0,False,0,False,1,True,False,False,False,False
265,272ffe39044269925166feea16360c218c10380eaa3ca1c09b61ea98a0204081,3195,633,853,1008,True,3,False,0,False,0,False,1,True,False,False,False,False
266,46d9875188865d89ded8dbac02cca4f10dd7713f6c86c61062d11137c12202f5,931,180,269,302,True,3,False,0,False,0,False,1,True,False,False,False,False
267,d0f6251a4753ff621b360df9138a82fc0bca80488bafebe6234a3e39a3bce7ce,981,186,274,327,True,3,False,0,False,0,False,1,True,False,False,False,False
268,c102424f0804adc0699c8fc8ed4fe44b51bafe695d28eeab074ae9ef9185ab5f,2144,432,611,717,True,3,False,0,False,0,False,1,True,False,False,False,False
269,bb12c3b8760a9bd87b7bdb138b2e5a3ebfaf9dcef5b6153665c813f8cc158c62,545,102,139,161,True,3,False,0,False,0,False,1,True,False,False,False,False
270,501acd1ed104fba24485b9d2d10bbfce5b3328088fbbfd7ecdc94b0b51de1b6c,117,24,32,37,True,3,False,0,False,0,False,1,True,False,False,False,False
271,cf2f2aa066c0b14c468d8c3ad7790af5e28fc9d8a4452b24e1f199bb40505ed6,366,84,117,129,True,3,False,0,False,0,False,1,True,False,False,False,False
272,1d21793cf7e06205f948841161fae5b19223ec2398be0543b6dda07e4505eb0d,4015,845,1175,1349,True,3,False,0,False,0,False,1,True,False,False,False,False
273,50dc73af80a53727b4f2821771b3db97544bfdc1f56b9721ef59a22c1e51c569,321,53,75,91,True,3,False,0,False,0,False,1,True,False,False,False,False
274,b0d57294823878272631a6012db05749099f91dbcdbc777cc14e6135596d4d4b,71,11,18,23,True,3,False,0,False,0,False,1,True,False,False,False,False
275,442a3f992a1e09037afab1bf5455d1847525a4d51724340dc2dad57aac95e997,641,149,191,227,False,0,False,0,False,0,False,2,True,False,False,False,False
276,76a49c35ff6a68bcffe0c80ee33027df82a2260b8b138d4ad20b2cb86d1f809a,1367,289,397,448,True,3,False,0,False,0,False,1,True,False,False,False,False
277,e32389b6616432e217ab5bc4788fd0ca5389af14fc10f59ea86ad5d033183f60,1141,270,351,393,False,0,False,0,False,0,False,2,True,False,False,False,False
278,cc8742c81cd704f99e949d94b032ead071e715dd40c7bf4d40b5a600acc55083,609,135,185,222,True,3,False,0,False,0,False,1,True,False,False,False,False
279,86e7877f3d5b47c46589f132e90fb6c03db509a7bcc068a2a41b2252445a3b04,1166,243,309,354,True,3,False,0,False,0,False,1,True,False,False,False,False
280,409b768ea57797d609cfd89ab2cb7b96b180acbdea63900f5a06e97d48c442dc,873,190,273,298,False,0,False,0,False,0,False,2,True,False,False,False,False
281,a059fc45b57c6c2a1fdebc0efe2e99cef3767fe65b94c348ece329282dc375e0,1581,368,448,516,True,3,False,0,False,0,False,1,True,False,False,False,False
282,6603a3cff23c0a226915aa5858884a91cdbc60ef9795a139bf2feadb2157c47c,1064,237,314,354,True,3,False,0,False,0,False,1,True,False,False,False,False
283,1f123a032521022651aef3dcb8909d02b288ba77429d54a8cfd6987180e7a67a,854,180,221,266,True,3,False,0,False,0,False,1,True,False,False,False,False
284,840688ed5ca8302cf04de88a783ad1e18193038b3c3857e0ea828e29d0d1b802,13610,2472,3718,4382,True,3,False,0,False,0,False,1,True,False,False,False,False
285,ad6b45a6c4906f37c802575e182f5afc59bea7a4b5848c95d6e1ae2610d06bfe,1632,359,503,569,True,3,False,0,False,0,False,1,True,False,False,False,False
286,b648cec15c5dc01c36888e716957c2559fafe007466557ec3a7bf63fd6f21c35,667,140,191,224,True,3,False,0,False,0,False,1,True,False,False,False,False
287,2cfa2f610891d6dee5125742578ea29c6d6ff7d2a3aa07092a20b15ce8f2aa51,490,103,140,162,True,3,False,0,False,0,False,1,True,False,False,False,False
288,12253d74d2d245a9857ffcbc4d283b3bdf5338c09a670f041946c58ef3296a0e,544,118,147,170,True,3,False,0,False,0,False,1,True,False,False,False,False
289,b20beb4ed3eedf2b3ddb25faada2c1d89c0d49208a33726ca9031420764c7ac9,795,187,240,271,True,3,False,0,False,0,False,2,True,False,False,False,False
290,9b385611cdfdec1e8aa09f6a8086a25e6045c4d498884d6e2bbc90d260b328b7,1540,286,455,539,True,3,False,0,False,0,False,3,True,True,True,True,True
291,c6e8871c1c10f313aca96c9b96df2151585cfd3db120008b954d1408fb097de3,919,184,243,293,True,3,False,0,False,0,False,2,True,False,False,False,False
292,c021439967dc9e3a93923122aca6221e8cef9fd80a527fb1e13d18d94b814deb,864,159,216,265,True,3,False,0,False,0,False,2,True,False,False,False,False
293,442a3f992a1e09037afab1bf5455d1847525a4d51724340dc2dad57aac95e997,641,149,191,227,True,3,False,0,False,0,False,2,True,False,False,False,False
294,e32389b6616432e217ab5bc4788fd0ca5389af14fc10f59ea86ad5d033183f60,1141,270,351,393,True,3,False,0,False,0,False,2,True,False,False,False,False
295,409b768ea57797d609cfd89ab2cb7b96b180acbdea63900f5a06e97d48c442dc,873,190,273,298,True,3,False,0,False,0,False,2,True,False,False,False,False
296,1bc7b22f3bb715f041f9a633678c8caf41e62a0392a2655684b7624587ee1649,112,26,32,34,False,0,False,0,False,0,False,3,True,False,False,False,False
297,1a39ae7982d749f0ad8a532090a99cd3db5927b7e9dd2894d8a2f9f4441216a4,1184,282,331,345,False,0,False,0,False,0,False,3,False,False,False,False,False
298,1a39ae7982d749f0ad8a532090a99cd3db5927b7e9dd2894d8a2f9f4441216a4,1184,282,331,345,False,0,False,0,False,0,False,3,False,False,False,False,False
299,ab3946a46e5cc73b78311223d056f051365357efe1cde7cef1fc1fc245f1d66e,1164,272,330,345,False,0,False,0,False,0,False,2,False,False,False,False,False
300,ab3946a46e5cc73b78311223d056f051365357efe1cde7cef1fc1fc245f1d66e,1164,272,330,345,False,0,False,0,False,0,False,2,False,False,False,False,False
301,1a39ae7982d749f0ad8a532090a99cd3db5927b7e9dd2894d8a2f9f4441216a4,1184,282,331,345,False,0,False,0,False,0,False,3,False,False,False,False,False
302,9355b2300307509055efefc3cf7b8ae9573449bba473865b406d2b1b689637e9,53059,8559,12806,13227,False,0,False,0,False,0,False,2,False,False,False,False,False
303,9355b2300307509055efefc3cf7b8ae9573449bba473865b406d2b1b689637e9,53059,8559,12806,13227,False,0,False,0,False,0,False,2,False,False,False,False,False
